Date,"Imp Vol","1D IV Chg","IV Rank","IV Pctl","Put/Call Vol","Options Vol","Put/Call OI","Total OI",Last
2022-06-09,30.81%,+2.28%,47.88%,73%,0.78022504719207,241427,0.87168110934379,2458178,264.79
2022-06-08,28.53%,+0.20%,40.58%,66%,0.72494100111787,166650,0.87640517750238,2438184,270.41
2022-06-07,28.33%,-2.06%,39.95%,66%,0.66883264147036,169248,0.88120417020003,2413600,272.5
2022-06-06,30.39%,+0.65%,46.55%,72%,0.71201381905472,211105,0.90931908483973,2492070,268.75
2022-06-03,29.74%,+0.90%,44.47%,71%,1.3904169979042,330762,0.91623367649316,2509674,270.02
2022-06-02,28.84%,-2.35%,41.58%,68%,1.1257622984144,580382,0.88386381641003,2394649,274.58
2022-06-01,31.19%,+0.53%,49.11%,74%,0.60626022480577,258224,0.88428314298605,2347097,272.42
2022-05-31,30.66%,+1.65%,47.40%,72%,0.67646521017254,229208,0.9041058078989,2386829,271.87
2022-05-27,29.01%,-2.02%,42.11%,70%,0.57625550572193,313492,0.88222389647226,2378348,273.24
2022-05-26,31.03%,-2.93%,48.58%,74%,0.57041583816028,254310,0.88818070449785,2341244,265.9
2022-05-25,33.96%,-0.64%,57.97%,85%,0.55603757116244,238886,0.89405007518846,2302430,262.52
2022-05-24,34.60%,+1.00%,60.01%,87%,0.9029094907771,230155,0.89131907181841,2264656,259.62
2022-05-23,33.60%,-1.01%,56.80%,83%,0.80444935503332,266205,0.7971794045725,2532596,260.65
2022-05-20,34.60%,-0.84%,60.02%,88%,0.93700138271562,444075,0.85463294173188,2553505,252.56
2022-05-19,35.45%,-1.88%,62.73%,92%,0.7641146859775,305243,0.85881002274667,2511191,253.14
2022-05-18,37.32%,+6.06%,68.74%,95%,0.64312269717705,296559,0.88746854402704,2501396,254.08
2022-05-17,31.27%,-4.06%,49.34%,77%,0.60737904629307,258608,0.8841673860057,2475242,266.82
2022-05-16,35.33%,-0.99%,62.35%,92%,0.69908864578548,299602,0.8570793976192,2583593,261.5
2022-05-13,36.32%,-5.84%,65.53%,94%,0.62234713135849,434961,0.89219960899069,2552231,261.12
2022-05-12,42.16%,+2.94%,84.21%,99%,0.79978715736841,319635,0.89477359600118,2474544,255.35
2022-05-11,39.21%,+0.41%,74.79%,96%,0.72798033868633,256631,0.89419360857684,2436416,260.55
2022-05-10,38.80%,-2.92%,73.46%,96%,0.57474834011566,264690,0.90929850397587,2394625,269.5
2022-05-09,41.72%,+7.49%,82.81%,99%,0.68955892376099,260285,0.89985681161592,2485140,264.58
2022-05-06,34.23%,-2.59%,58.82%,90%,0.62845943827211,301208,0.91838570576987,2477998,274.73
2022-05-05,36.81%,+8.27%,67.09%,96%,0.72231248382176,312722,0.91909934105842,2426609,277.35
2022-05-04,28.54%,-5.61%,40.62%,75%,0.59138584901169,300869,0.9185588672011,2396846,289.98
2022-05-03,34.15%,-0.51%,58.58%,91%,0.81254650297619,194885,0.91448216344348,2364799,281.78
2022-05-02,34.67%,-1.41%,60.23%,92%,0.6737513132862,235778,0.93259657758648,2522914,284.47
2022-04-29,36.08%,+4.66%,64.75%,96%,0.84324423604659,341214,0.94304906452198,2526127,277.52
2022-04-28,31.41%,-2.74%,49.81%,83%,0.88388076236588,367304,0.93429555377233,2504493,289.63
2022-04-27,34.15%,-11.22%,58.57%,91%,0.75991778966298,753544,0.90614926491705,2482382,283.22
2022-04-26,45.37%,+4.90%,94.50%,99%,0.83559633709159,592938,0.91055326742072,2310583,270.22
2022-04-25,40.46%,-1.07%,78.79%,98%,0.70339466369349,331530,0.88675835194756,2314411,280.72
2022-04-22,41.53%,+4.44%,82.22%,99%,0.90954465742001,311420,0.91738997585798,2284156,274.03
2022-04-21,37.10%,+3.09%,68.01%,97%,0.83962538440034,329017,0.91596339446809,2238512,280.81
2022-04-20,34.01%,+1.77%,58.11%,93%,0.80548077473836,220646,0.90564699893339,2201129,286.36
2022-04-19,32.24%,-1.58%,52.46%,88%,0.59290822595381,202242,0.91605070653076,2158548,285.3
2022-04-18,33.82%,+0.48%,57.52%,92%,0.67032947650628,189402,0.83905870422365,2430077,280.52
2022-04-14,33.34%,+1.03%,55.99%,92%,0.76669354307905,214731,0.89971890194295,2472828,0
2022-04-13,32.31%,-2.58%,52.68%,90%,0.52137148974988,278519,0.90989541432019,2442846,287.62
2022-04-12,34.89%,+0.39%,60.94%,94%,0.52910943592814,393316,0.90678043798716,2391730,282.06
2022-04-11,34.50%,+3.56%,59.70%,94%,0.60454750494634,359263,0.88469916739227,2432928,285.26
2022-04-08,30.94%,+0.21%,48.29%,87%,0.51706411909019,291871,0.90324654351391,2433649,296.97
2022-04-07,30.72%,-1.22%,47.60%,86%,0.59582181227178,302421,0.90219888129174,2403959,301.37
2022-04-06,31.94%,+4.05%,51.49%,90%,0.72040556417546,383647,0.90071331538199,2353391,299.5
2022-04-05,27.89%,+1.48%,38.53%,80%,0.85144667952604,201567,0.89626399826897,2322364,310.88
2022-04-04,26.41%,-1.57%,33.78%,73%,0.53067288524467,244176,0.90893656254919,2376878,314.97
2022-04-01,27.98%,-0.43%,38.81%,80%,0.71857539465889,295894,0.89540370667271,2373887,309.42
2022-03-31,28.41%,+1.21%,40.18%,82%,0.62593394400256,269627,0.89595072007109,2338240,308.31
2022-03-30,27.20%,+1.85%,36.31%,77%,0.56540785653463,305170,0.89462490571637,2298360,313.86
2022-03-29,25.35%,-1.13%,30.40%,68%,0.4357515099082,350164,0.88673191829608,2260552,315.41
2022-03-28,26.48%,+0.25%,34.01%,74%,0.39817313302217,383435,0.90482795835975,2301516,310.7
2022-03-25,26.23%,+0.83%,33.22%,74%,0.48990852653799,334553,0.8863631487658,2286042,303.68
2022-03-24,25.40%,-0.71%,30.55%,68%,0.45156783506232,222341,0.89140088409595,2248469,304.1
2022-03-23,26.11%,+0.30%,32.82%,72%,0.5105120569599,269856,0.90312316256153,2217148,299.49
2022-03-22,25.81%,-1.36%,31.88%,71%,0.50586798002716,353757,0.90546937734782,2152241,304.06
2022-03-21,27.17%,+1.66%,36.22%,77%,0.81205644023997,237711,0.94645191239775,2457088,299.16
2022-03-18,25.51%,-2.35%,30.91%,70%,0.62292152697749,404174,0.93584648523416,2556837,300.43
2022-03-17,27.86%,-1.43%,38.43%,80%,0.94161760722049,293858,0.92643202386827,2533680,295.22
2022-03-16,29.29%,-4.66%,43.02%,84%,0.89054076330844,309646,0.9241003695479,2494498,294.39
2022-03-15,33.96%,-3.17%,57.95%,94%,0.5587017310253,234117,0.93832325035643,2458073,287.15
2022-03-14,37.12%,+1.70%,68.10%,98%,0.69988768000536,202800,0.92201740861084,2541770,276.44
2022-03-11,35.42%,+1.10%,62.64%,97%,0.74182665935272,254028,0.92711347568648,2550024,280.07
2022-03-10,34.32%,-0.99%,59.11%,95%,0.83768210336027,276505,0.93244585996154,2491315,285.59
2022-03-09,35.31%,-4.70%,62.28%,97%,0.79738139560243,230764,0.8396168588869,1953789,0
2022-03-08,40.01%,+0.64%,77.34%,99%,0.61108274617924,378656,0.94899652236089,2398669,275.85
2022-03-07,39.37%,+4.05%,75.29%,99%,0.48074580293376,326962,0.9020681825974,2496474,278.91
2022-03-04,35.31%,+2.20%,62.30%,98%,0.77312097088585,313830,0.91949350920805,2488679,289.86
2022-03-03,33.11%,+1.30%,55.25%,95%,0.80625518787864,291591,0.91637453870927,2447446,295.92
2022-03-02,31.81%,-3.40%,51.09%,92%,0.52851992129298,268778,0.92579037558083,2400490,300.19
2022-03-01,35.21%,+4.38%,61.97%,98%,0.73832582318878,173212,0.93142167666999,2373893,294.95
2022-02-28,30.84%,+1.24%,47.96%,91%,0.8216524063693,203750,0.93191713261672,2419647,298.79
2022-02-25,29.60%,-4.18%,43.99%,89%,0.62304120585335,350598,0.92771151961846,2404130,297.31
2022-02-24,33.78%,-1.28%,57.38%,96%,0.69300412559972,402979,0.92684655334722,2368158,294.59
2022-02-23,35.05%,+1.90%,61.47%,98%,0.87576625799574,281515,0.92589523591494,2321867,280.27
2022-02-22,33.15%,+1.32%,55.39%,96%,0.7021051894925,267542,0.82177484860739,2581475,287.72
2022-02-18,31.83%,+0.10%,51.15%,94%,0.98754298358401,332347,0.88282962389551,2612251,287.93
2022-02-17,31.73%,+4.39%,50.82%,94%,1.055558085523,315966,0.87864478100912,2564414,290.73
2022-02-16,27.34%,-1.39%,36.76%,83%,0.65040188049742,261186,0.87578097873002,2522826,299.5
2022-02-15,28.73%,-3.12%,41.22%,88%,0.5530583045189,260510,0.87114772374422,2500817,300.47
2022-02-14,31.85%,-0.89%,51.20%,94%,0.7665248038303,265650,0.8509676722272,2586781,295
2022-02-11,32.74%,+4.41%,54.07%,96%,0.9408441270366,446235,0.87115952293184,2578615,295.04
2022-02-10,28.33%,+4.69%,39.95%,89%,0.70298242838074,419746,0.87099110935471,2523445,302.38
2022-02-09,23.64%,-3.03%,24.93%,58%,0.71297690052854,302707,0.86537237309067,2487752,311.21
2022-02-08,26.68%,-2.18%,34.64%,81%,0.70693539734846,222738,0.86742397484248,2458473,304.56
2022-02-07,28.85%,+0.78%,41.61%,89%,0.51773800921801,216349,0.8717774546612,2587489,300.95
2022-02-04,28.07%,-3.78%,39.11%,88%,0.66799079987194,395961,0.86390889196604,2579046,305.94
2022-02-03,31.85%,+6.58%,51.21%,95%,0.89275000493398,383615,0.87057494611176,2527042,301.25
2022-02-02,25.27%,-1.75%,30.13%,74%,0.42644416478137,392178,0.86942437116521,2516062,313.46
2022-02-01,27.02%,-1.06%,35.74%,84%,0.58329274771983,286082,0.86133274398284,2476090,308.76
2022-01-31,28.08%,-2.73%,39.14%,88%,0.54409275325889,393143,0.89161155696618,2630685,310.98
2022-01-28,30.81%,-4.66%,47.87%,93%,0.79966785196631,545078,0.87135045836584,2650665,308.26
2022-01-27,35.47%,+0.51%,62.79%,98%,0.94858449525233,620365,0.83746830877373,2628684,299.84
2022-01-26,34.95%,-12.13%,61.15%,98%,0.57573902426442,916308,0.83517697291416,2560360,296.71
2022-01-25,47.09%,+5.52%,100.00%,100%,0.76877709331508,775255,0.82169933176715,2342576,288.49
2022-01-24,41.57%,+2.79%,100.00%,100%,0.68156856352722,598329,0.91785605880536,2912788,296.37
2022-01-21,38.78%,+3.84%,100.00%,100%,0.91922472827794,610966,0.94270067698715,3093745,296.03
2022-01-20,34.94%,+1.71%,100.00%,100%,0.59649854990451,451394,0.93668062928677,3078319,301.6
2022-01-19,33.24%,-0.67%,92.46%,98%,0.52742611404875,556924,0.93049853538801,3062595,303.33
2022-01-18,33.90%,+4.03%,96.02%,98%,0.55761707149782,406496,0.92094569679687,3125686,302.65
2022-01-14,29.88%,-3.14%,74.60%,93%,0.69756718735611,534569,0.9211151354804,3131020,310.2
2022-01-13,33.01%,+5.68%,91.28%,98%,0.55248431563238,668877,0.94282817688308,2993362,304.8
2022-01-12,27.34%,-2.05%,61.07%,85%,0.31904549789713,482677,0.94389037124881,2950534,318.27
2022-01-11,29.39%,-1.95%,72.00%,91%,0.29614528249374,372564,0.94054165722587,2911938,314.98
2022-01-10,31.34%,+1.55%,82.36%,96%,0.43037723481409,475712,0.90876454107421,2975825,314.27
2022-01-07,29.79%,-1.47%,74.10%,93%,0.51912229516168,499852,0.93851936912905,2932280,314.04
2022-01-06,31.25%,-0.12%,81.90%,96%,0.52692235661116,546258,0.94430662518906,2851314,313.88
2022-01-05,31.37%,+5.24%,82.54%,96%,0.5150423429897,461744,0.95768975138171,2754029,316.38
2022-01-04,26.13%,+1.33%,54.63%,79%,0.48901656810657,416469,0.96875213313868,2682285,329.01
2022-01-03,24.80%,+1.05%,47.57%,70%,0.53756101559085,337673,0.95707696674562,2737252,334.75
2021-12-31,23.74%,+0.06%,41.96%,59%,0.61831393579165,292418,0.94893059830276,2738686,336.32
2021-12-30,23.68%,+0.12%,41.61%,59%,0.42932143947931,271431,0.94356544850308,2710096,339.32
2021-12-29,23.56%,-0.20%,40.99%,58%,0.49182751591716,237123,0.94561613186358,2684423,341.95
2021-12-28,23.76%,+0.43%,42.04%,59%,0.43579241413451,243631,0.9458850917984,2647976,341.25
2021-12-27,23.33%,+1.86%,39.75%,56%,0.4506580914068,339689,0.97214928609685,2717460,342.45
2021-12-23,21.46%,-1.09%,29.82%,46%,0.37469352594261,331928,0.96055208133651,2710277,334.69
2021-12-22,22.56%,-1.93%,35.65%,53%,0.44788340048749,291068,0.96033259671106,2668342,333.2
2021-12-21,24.49%,-3.47%,45.94%,67%,0.48266521932811,289566,0.96001306537847,2622276,327.29
2021-12-20,27.97%,+0.32%,64.43%,86%,0.72155499996684,259595,0.92585565027805,2860198,319.91
2021-12-17,27.64%,+0.37%,62.71%,85%,0.80104468475821,441346,0.93133761571762,2910126,323.8
2021-12-16,27.28%,+1.43%,60.75%,84%,0.51388237301147,390456,0.9379724560581,2852366,324.9
2021-12-15,25.85%,-0.95%,53.16%,77%,0.34304763121531,399464,0.93556732555748,2832546,334.65
2021-12-14,26.80%,+4.11%,58.24%,82%,0.45294999179399,540031,0.94658793111928,2770637,328.34
2021-12-13,22.69%,+0.85%,36.36%,55%,0.46037228938783,342450,0.98617230043274,2842006,339.4
2021-12-10,21.84%,-1.51%,31.81%,50%,0.32556365485676,719394,0.96325903204763,2829017,342.54
2021-12-09,23.34%,+1.46%,39.83%,57%,0.39013873368039,255014,0.9659358628898,2809631,333.1
2021-12-08,21.89%,-1.60%,32.07%,51%,0.44125254965416,252960,0.97659835445243,2768479,334.97
2021-12-07,23.49%,-3.42%,40.59%,57%,0.50072193154621,306617,0.9763374307604,2741599,334.92
2021-12-06,26.91%,-5.34%,58.79%,82%,0.61558686073651,290035,0.95253605647832,2803051,326.19
2021-12-03,32.25%,+5.36%,87.19%,97%,1.0696309657652,502554,0.99960859450036,2825161,323.01
2021-12-02,26.88%,-0.93%,58.67%,83%,0.81685335286187,327486,0.99587616919366,2790179,329.49
2021-12-01,27.81%,+1.94%,63.59%,86%,0.52555702077375,445394,0.9973482397924,2747732,330.08
2021-11-30,25.87%,+3.22%,53.26%,79%,0.77682911591987,298637,0.99046603096982,2683192,330.59
2021-11-29,22.65%,-4.65%,36.15%,56%,0.57522264721428,277162,0.96762067234022,2731209,336.63
2021-11-26,27.30%,+5.89%,60.88%,83%,0.92997538900709,289367,0.98760916068774,2729850,329.68
2021-11-24,21.41%,-0.33%,29.55%,49%,0.55996427577548,241041,0.98818835479497,2694874,337.91
2021-11-23,21.74%,+1.19%,31.30%,51%,0.72100112002193,364169,0.96779604311684,2605604,337.68
2021-11-22,20.55%,+1.54%,24.95%,38%,0.5083977216616,433782,1.0761092142482,2764819,339.83
2021-11-19,19.01%,-0.93%,16.77%,24%,0.39753899190548,368095,1.0664155522562,2765486,343.11
2021-11-18,19.94%,+19.94%,21.72%,32%,0.50500579226494,283215,1.0665283415033,2749890,341.27
2021-11-17,0.00%,-18.87%,0.00%,0%,0,0,1.0767004319465,2723603,339.12
2021-11-16,18.87%,-0.37%,16.02%,21%,0.11378074682979,1163070,0.97515617672674,2830383,339.51
2021-11-15,19.24%,+0.82%,18.00%,26%,0.59547633292759,232003,0.97804301865476,2885403,336.07
2021-11-12,18.42%,-0.53%,13.63%,17%,0.44966380389979,357677,0.95389221435425,2889789,336.72
2021-11-11,18.95%,-1.48%,16.43%,22%,0.56729291627423,189702,0.94884050032578,2853426,332.43
2021-11-10,20.43%,+0.93%,24.32%,35%,0.5308849406823,269696,0.95361307221287,2815596,330.8
2021-11-09,19.50%,+0.26%,19.38%,26%,0.44577968340306,222212,0.95210400105923,2786525,335.95
2021-11-08,19.24%,+0.42%,18.01%,26%,0.33265077739946,223880,0.98978842946186,2833210,336.99
2021-11-05,18.83%,-0.33%,15.80%,21%,0.39431006943313,342186,0.96305306633171,2842758,336.06
2021-11-04,19.16%,+1.06%,17.54%,23%,0.32851570063032,370531,0.96309148925771,2811520,336.44
2021-11-03,18.09%,-0.16%,11.90%,14%,0.39318227640007,269493,0.97607583788097,2768668,334
2021-11-02,18.26%,-1.47%,12.77%,15%,0.31420046428181,408740,0.99001002806246,2716700,333.13
2021-11-01,19.73%,+0.84%,20.58%,26%,0.46584142271937,328133,1.0452980173418,2777257,329.37
2021-10-29,18.88%,+0.36%,16.08%,21%,0.35280548900754,805225,1.0047073161665,2750272,331.62
2021-10-28,18.53%,+0.97%,14.19%,17%,0.34135358335687,403620,1.0040165841309,2724687,324.35
2021-10-27,17.55%,-2.68%,9.01%,12%,0.37551450548673,1204732,1.0281647056424,2585766,323.17
2021-10-26,20.23%,-0.89%,23.25%,30%,0.55621614640092,385565,1.0359218055272,2483167,310.11
2021-10-25,21.12%,+0.56%,28.00%,43%,0.82640616136493,167423,1.045765278144,2529331,308.13
2021-10-22,20.56%,+0.70%,25.02%,33%,0.46421728479401,274346,1.0141701463446,2542064,309.16
2021-10-21,19.86%,-0.14%,21.30%,27%,0.46713557169128,232161,1.0090197775297,2521137,310.76
2021-10-20,20.00%,-0.19%,22.03%,27%,0.56900340732676,233463,1.0067731918435,2493211,307.41
2021-10-19,20.19%,-0.23%,23.02%,28%,0.43774599654097,250221,1.0008697472378,2466156,308.23
2021-10-18,20.42%,+0.78%,24.25%,31%,0.49371266897202,361114,1.0951589302413,2681860,307.29
2021-10-15,19.63%,-1.61%,20.08%,25%,0.56977165481507,359608,1.0132485877363,2745604,304.21
2021-10-14,21.24%,-1.59%,28.64%,42%,0.63586497519091,371891,0.99759673630495,2728835,302.75
2021-10-13,22.83%,-1.98%,37.09%,50%,0.63966814990952,187560,1.0011224889212,2704439,296.31
2021-10-12,24.81%,+24.81%,47.63%,68%,0.84581107363549,149950,0.99959730762863,2681408,292.88
2021-10-11,0.00%,-23.84%,0.00%,0%,0,0,1.0099689837459,2726941,294.23
2021-10-08,23.84%,-0.64%,42.48%,55%,0.77062292269754,247719,0.99632349711414,2726922,294.85
2021-10-07,24.48%,-1.54%,45.89%,64%,0.53181081464869,312831,1.0018626015475,2693366,294.85
2021-10-06,26.02%,-0.97%,54.07%,76%,0.5455900387863,263401,0.99677673669532,2661945,293.11
2021-10-05,26.99%,-2.63%,59.24%,81%,0.68414707270709,264017,0.98825267745943,2629323,288.76
2021-10-04,29.62%,+3.51%,73.22%,90%,0.62883563491869,464842,0.95171790896693,2720564,283.11
2021-10-01,26.11%,-1.57%,54.55%,77%,0.57283567333324,340445,0.9463580874219,2725421,289.1
2021-09-30,27.68%,-1.39%,62.92%,83%,0.52258013827781,290691,0.94457893620118,2685306,281.92
2021-09-29,29.07%,+0.87%,70.30%,87%,0.59780530057595,284077,0.93715909165738,2647618,284
2021-09-28,28.20%,+5.57%,65.65%,85%,0.54937035522401,439482,0.9458884505299,2565759,283.52
2021-09-27,22.63%,+3.05%,36.01%,52%,0.44184065392949,292809,0.96630592646776,2596739,294.17
2021-09-24,19.58%,-0.52%,19.80%,26%,0.53400653948274,249589,0.95558511361473,2589093,299.35
2021-09-23,20.10%,-1.85%,22.57%,29%,0.63558045281898,231240,0.95398900774367,2547308,299.56
2021-09-22,21.95%,-2.51%,32.41%,48%,0.54856782775251,248206,0.9532503576093,2512505,298.58
2021-09-21,24.46%,-0.45%,45.76%,66%,0.6808958993469,216965,0.95016033888911,2462955,294.8
2021-09-20,24.91%,+4.44%,48.16%,71%,0.6848490619941,353852,1.0635953982431,2807212,294.3
2021-09-17,20.47%,+2.53%,24.51%,32%,0.48947634281866,654604,0.99094749958295,2924015,299.87
2021-09-16,17.94%,-0.26%,11.07%,14%,0.46178151622991,271102,0.99159316890961,2903705,305.22
2021-09-15,18.20%,-1.10%,12.46%,15%,0.37006360296908,487470,0.99975215238847,2856240,304.82
2021-09-14,19.30%,+0.30%,18.31%,26%,0.57199511136607,315130,0.9961941460283,2817123,299.79
2021-09-13,19.00%,-1.29%,16.70%,23%,0.43800734191614,278125,1.0018539789023,2840851,296.99
2021-09-10,20.29%,+1.31%,23.57%,29%,0.65271522355178,372089,0.9825885592164,2831303,295.71
2021-09-09,18.98%,+0.67%,16.58%,23%,0.35828044283671,310526,0.98846070963987,2777468,297.25
2021-09-08,18.31%,-0.06%,13.04%,16%,0.4870143230197,187914,0.99264950217446,2740453,300.21
2021-09-07,18.37%,+2.07%,13.35%,16%,0.51571205258728,226893,0.9955710879813,2757989,300.18
2021-09-03,16.30%,-0.40%,2.35%,2%,0.75006300932538,208310,0.98254266444977,2754406,301.14
2021-09-02,16.70%,+0.02%,4.47%,6%,0.47529597703233,203492,0.98171628599238,2724198,301.15
2021-09-01,16.68%,-0.37%,4.36%,5%,0.54761228901456,212628,0.97923374338887,2699277,301.83
2021-08-31,17.04%,+0.53%,6.31%,8%,0.54616594244029,166168,0.98191457510061,2667659,301.88
2021-08-30,16.51%,-0.19%,3.47%,3%,0.49751048218029,251438,0.97510405129149,2715853,303.59
2021-08-27,16.70%,-1.67%,4.48%,5%,0.4625061318833,351800,0.97130437738048,2726036,299.72
2021-08-26,18.38%,+1.24%,13.39%,13%,0.69228622419377,230420,0.97216954031412,2691191,299.09
2021-08-25,17.14%,-0.36%,6.81%,7%,0.59805387340754,254391,0.97153009586486,2655446,302.01
2021-08-24,17.50%,-0.05%,8.74%,9%,0.63892260562973,255195,0.96850159192818,2604178,302.62
2021-08-23,17.55%,-1.42%,8.99%,9%,0.53989264338107,349126,1.0500046015601,2784388,304.65
2021-08-20,18.96%,-1.08%,16.52%,16%,0.43481594357072,1047991,0.99448853359079,2743411,304.36
2021-08-19,20.04%,+0.91%,22.25%,21%,0.45131947691227,524607,0.99577592500039,2687446,296.77
2021-08-18,19.13%,+1.06%,17.38%,16%,0.61293284216492,284602,0.9995295201706,2664737,290.73
2021-08-17,18.07%,+1.39%,11.74%,10%,0.13093825763833,677786,0.94135642605094,2721110,293.08
2021-08-16,16.67%,+0.81%,4.33%,4%,0.33680912818465,348196,0.96436156139837,2747140,294.6
2021-08-13,15.86%,-0.08%,0.00%,0%,0.52995939977097,411504,0.93670992112256,2728129,292.85
2021-08-12,15.94%,-0.14%,0.00%,0%,0.49439506569976,213697,0.93014774313219,2706513,289.81
2021-08-11,16.08%,-0.92%,0.67%,1%,0.41101723105582,148463,0.93574298925326,2686006,286.95
2021-08-10,17.00%,+0.49%,5.61%,4%,0.49399833844215,208604,0.9376562139155,2651326,286.44
2021-08-09,16.51%,+0.56%,2.98%,1%,0.39076556188859,222777,0.93586434039523,2696690,288.33
2021-08-06,15.95%,-0.74%,0.00%,0%,0.7024721547473,209559,0.92254572040943,2687419,289.46
2021-08-05,16.69%,-0.75%,0.28%,1%,0.5368753015041,213452,0.91984942380154,2654044,289.52
2021-08-04,17.44%,+0.53%,4.45%,3%,0.39498226717457,212400,0.92728758230179,2613666,286.51
2021-08-03,16.91%,-0.96%,1.50%,1%,0.54671072616675,208758,0.93928552365587,2579593,287.12
2021-08-02,17.87%,+0.37%,6.82%,3%,0.68595289079229,157468,0.9228622946622,2688398,284.82
2021-07-30,17.49%,+0.27%,4.74%,2%,0.59316357271488,283983,0.91755019968878,2694996,284.91
2021-07-29,17.22%,-1.32%,3.23%,1%,0.50583064678622,239150,0.92080748021643,2670975,286.5
2021-07-28,18.53%,-3.95%,10.53%,3%,0.56490532947939,433665,0.92842949361198,2623206,286.22
2021-07-27,22.48%,+1.28%,32.46%,39%,0.65294417246936,434883,0.93408061273337,2525184,286.54
2021-07-26,21.21%,+0.42%,25.37%,30%,0.66531328472453,275218,0.96515956521907,2542887,289.05
2021-07-23,20.79%,-0.52%,23.06%,22%,0.36725581147366,410308,0.93082531067769,2551520,289.67
2021-07-22,21.31%,+0.60%,25.95%,29%,0.44622752902994,458081,0.93235826556708,2488176,286.14
2021-07-21,20.71%,-0.96%,22.60%,22%,0.63563615655009,166583,0.93546519276779,2456835,281.4
2021-07-20,21.67%,-2.27%,27.93%,31%,0.57710059341226,220056,0.92708943712605,2433675,279.32
2021-07-19,23.94%,+2.08%,40.52%,44%,0.80433355551516,357323,1.0114367685623,2666962,277.01
2021-07-16,21.85%,+0.28%,28.96%,33%,0.53133954482969,501284,0.9211135857461,2760256,280.75
2021-07-15,21.58%,+0.60%,27.43%,30%,0.96246257463523,341494,0.92991361259299,2751198,281.03
2021-07-14,20.98%,-0.97%,24.09%,26%,0.50144783072532,364517,0.92192266920156,2703190,282.51
2021-07-13,21.94%,+0.92%,29.45%,32%,0.44878622450002,433642,0.92096386653912,2664690,280.98
2021-07-12,21.02%,-0.57%,24.32%,27%,0.6739782897811,186287,0.93142228369501,2697857,277.32
2021-07-09,21.59%,-1.98%,27.47%,29%,0.59554726603079,270324,0.91110418887486,2717873,277.94
2021-07-08,23.57%,+1.49%,38.48%,39%,0.87421379758187,303051,0.91643912350878,2671978,277.42
2021-07-07,22.08%,+0.44%,30.21%,32%,0.71039396982512,427501,0.91025834784739,2603770,279.93
2021-07-06,21.64%,+1.02%,27.79%,30%,0.86544203771219,452310,0.94660011407727,2590296,277.66
2021-07-02,20.62%,0.00%,22.11%,21%,0.51770325113914,517939,0.90921002018531,2566068,277.65
2021-07-01,20.62%,-0.28%,22.09%,20%,0.70809332074672,177324,0.90321650488773,2547756,271.6
2021-06-30,20.90%,-0.13%,23.66%,23%,0.49440417242289,192548,0.90575476165123,2523549,270.9
2021-06-29,21.03%,+0.06%,24.36%,28%,0.48360613626789,288778,0.90739022858135,2483815,271.4
2021-06-28,20.96%,+0.29%,24.02%,25%,0.54318965939549,220511,0.91961199916677,2524977,268.72
2021-06-25,20.67%,+0.06%,22.40%,21%,0.48677354345576,245670,0.89310061620074,2530890,265.02
2021-06-24,20.61%,-0.29%,22.04%,20%,0.43420449335167,347208,0.89313629320352,2483827,266.69
2021-06-23,20.89%,+0.33%,23.62%,22%,0.44698663616037,222616,0.90088901014934,2445469,265.275
2021-06-22,20.56%,+0.06%,21.80%,19%,0.45938466724296,268429,0.90944503344572,2398958,265.51
2021-06-21,20.51%,+0.57%,21.48%,18%,0.61766504963147,267104,1.0612053215495,2802423,262.63
2021-06-18,19.93%,+1.66%,18.29%,15%,0.59007285889318,340018,0.95599098283115,2915385,259.43
2021-06-17,18.28%,-0.47%,9.09%,3%,0.53934972703995,286767,0.94219573730857,2896783,260.9
2021-06-16,18.75%,+0.63%,11.71%,6%,0.5166857378679,323412,0.9579706972114,2844066,257.38
2021-06-15,18.12%,+1.20%,8.23%,3%,0.4910704256992,172575,0.96427374044138,2812235,258.36
2021-06-14,16.92%,+0.29%,1.59%,1%,0.54880496567544,183648,0.97857342209032,2864080,259.89
2021-06-11,16.64%,-0.98%,0.00%,0%,0.61406725042985,283498,0.95499220016684,2866130,257.89
2021-06-10,17.62%,-0.95%,0.00%,0%,0.65709891550219,313543,0.94691213782044,2836137,257.24
2021-06-09,18.57%,-0.30%,0.00%,0%,0.65302174365726,246087,0.93551081856381,2787273,253.59
2021-06-08,18.87%,+0.21%,1.33%,3%,0.43794535234293,242764,0.93803461448726,2757800,252.57
2021-06-07,18.66%,-0.14%,0.00%,0%,0.57064171548228,296278,0.95002130757857,2786715,253.81
2021-06-04,18.80%,-1.05%,0.70%,1%,0.5079180336883,329082,0.94454857215981,2796010,250.79
2021-06-03,19.85%,+0.65%,7.28%,6%,0.53062032809552,212545,0.9415981039421,2766488,245.71
2021-06-02,19.20%,-1.03%,3.20%,2%,0.42617859903042,202988,0.94671123881963,2716034,247.3
2021-06-01,20.23%,+1.54%,9.65%,5%,0.72687010859674,199248,0.93255395368422,2758313,247.4
2021-05-28,18.69%,-1.88%,0.00%,0%,0.57297133468392,197216,0.93758537679921,2750292,249.68
2021-05-27,20.57%,+1.34%,9.05%,6%,0.68668877117787,166854,0.93399568206692,2717848,249.31
2021-05-26,19.22%,-1.03%,0.38%,1%,0.78438429040839,125444,0.93145404124989,2694023,251.49
